Date,NVDA,SMA,EMA,AAPL,AMD,AVGO,INTC,QCOM,ADS_Index,Mkt-RF,SMB,HML,RMW,CMA,RF,CBBTCUSD,CBETHUSD,SP500,NASDAQCOM,DJIA
240712,129.2289581298828,124.63797225952149,122.1906607802162,230.0203857421875,181.61000061035156,169.5094757080078,34.27259063720703,201.38925170898438,-0.320036,0.58,0.62,-0.44,-0.5,0.15,0.021,57910.59,3134.73,5615.35,18398.45,40000.9
240715,128.42901611328125,125.23622360229493,122.5931353178333,233.87168884277344,179.8300018310547,170.8580322265625,34.242774963378906,207.10968017578125,-0.327812,0.38,1.16,0.59,-0.22,-0.35,0.021,64772.57,3489.25,5631.22,18472.57,40211.72
240716,126.34918975830078,125.79404246012369,122.8354614107667,234.29075622558594,177.5500030517578,168.82473754882812,34.12353515625,208.5621795654297,-0.328762,0.83,2.76,1.37,-0.64,0.07,0.021,65045.81,3445.21,5667.2,18509.34,40954.48
240717,117.97990417480469,125.89401524861654,122.52219965360786,228.3641357421875,159.42999267578125,155.46865844726562,34.242774963378906,190.6149444580078,-0.329127,-1.5,0.49,2.46,0.83,-0.13,0.021,64157.33,3391.84,5588.27,17996.92,41198.08
240718,121.07963562011719,126.04942042032877,122.42913100628589,223.67471313476562,155.77000427246094,159.9937744140625,34.65019226074219,190.4756622314453,-0.328907,-0.95,-1.15,0.03,1.01,0.4,0.021,63999.59,3426.6,5544.59,17871.22,40665.02
240719,117.91991424560547,125.89943517049154,122.13821379591941,223.80442810058594,151.5800018310547,156.83416748046875,32.7721061706543,185.25265502929688,-0.328104,-0.68,0.07,-0.14,-0.09,-0.47,0.021,66771.26,3507.45,5505.0,17726.94,40287.53
240722,123.52943420410156,125.98449274698893,122.227969951286,223.45523071289062,155.8699951171875,160.53199768066406,33.15964889526367,193.9676055908203,-0.321067,1.08,0.53,-0.53,-0.38,0.72,0.021,67585.54,3441.25,5564.41,18007.57,40415.44
240723,122.57951354980469,126.04155197143555,122.2506501834485,224.5028533935547,154.0,163.23312377929688,32.7422981262207,192.35594177246094,-0.31569,-0.05,1.15,-0.03,-0.43,-0.18,0.021,65923.74,3480.12,5555.74,17997.35,40358.09
240724,114.24022674560547,125.79057337443034,121.7338486713296,218.04742431640625,144.6300048828125,150.8438720703125,31.50017547607422,180.1390838623047,-0.30861,-2.37,0.02,1.71,0.1,0.08,0.021,65430.69,3336.95,5427.13,17342.41,39853.87
240725,112.27039337158203,125.5029312133789,121.12330316812009,216.99981689453125,138.32000732421875,148.7706756591797,30.90395736694336,174.48828125,-0.299822,-0.33,1.67,0.68,-0.11,0.15,0.021,65816.21,3173.31,5399.22,17181.72,39935.07
240726,113.05032348632812,125.09829915364584,120.6024657692948,217.46875,139.99000549316406,151.13291931152344,31.152381896972656,179.1243133544922,-0.289324,1.1,0.57,-0.2,0.02,0.08,0.021,67929.7,3273.71,5459.1,17357.88,40589.34
240729,111.58045196533203,124.49768397013347,120.02040036258754,217.7481231689453,139.75,149.7275390625,30.63566017150879,177.7215576171875,-0.24889,-0.04,-1.05,-0.43,0.61,-0.24,0.021,66827.89,3319.38,5463.54,17370.2,40539.93
240730,103.72113037109375,123.55943069458007,118.96883455668471,218.30685424804688,138.44000244140625,143.0495147705078,29.94007110595703,166.08172607421875,-0.234236,-0.53,0.68,1.38,0.47,-1.03,0.021,66200.81,3279.02,5436.44,17147.42,40743.33
240731,117.0099868774414,123.09413706461588,118.84245728705612,221.5794677734375,144.47999572753906,160.1532440185547,30.546226501464844,180.01968383789062,-0.219211,1.53,-0.97,-1.32,0.44,1.43,0.021,64607.71,3230.68,5522.3,17599.4,40842.79
240801,109.2006607055664,122.21521224975587,118.22040589470194,217.8678436279297,132.5399932861328,146.5380401611328,28.866878509521484,163.15682983398438,-0.20381,-1.61,-1.24,-0.67,0.91,-0.89,0.022,65342.4,3201.6,5446.68,17194.15,40347.97
240802,107.26081848144531,121.43161239624024,117.51333573900797,219.3644561767578,132.5,143.34852600097656,21.3445987701416,158.49093627929688,-0.189983,-2.12,-1.18,-0.78,0.96,0.79,0.022,61466.66,2983.86,5346.56,16776.16,39737.26
240805,100.44140625,120.56102015177409,116.41192093326552,208.79833984375,134.82000732421875,141.61422729492188,19.983234405517578,157.137939453125,-0.157458,-3.02,-0.34,-0.01,-0.13,-0.17,0.022,54025.9,2420.35,5186.33,16200.08,38703.27
240806,104.24108123779297,120.09905954996745,115.6267054690415,206.76292419433594,130.17999267578125,143.4481964111328,19.704999923706055,157.9039764404297,-0.149001,1.0,-0.03,-0.58,-0.12,0.29,0.022,56096.88,2463.28,5240.03,16366.85,38997.66
240807,98.90154266357422,119.19313735961914,114.54766270739844,209.34710693359375,128.6699981689453,135.82327270507812,18.989999771118164,155.3173370361328,-0.141657,-0.83,-0.55,0.84,0.74,-0.79,0.022,55100.98,2339.88,5199.5,16195.81,38763.45
240808,104.96102142333984,118.47886505126954,113.92916972133015,212.8292236328125,136.32000732421875,145.26223754882812,20.489999771118164,164.10194396972656,-0.135424,2.39,0.1,-0.85,-0.63,0.05,0.022,61644.69,2680.67,5319.31,16660.02,39446.49
240809,104.74104309082031,117.8375867207845,113.33638735807146,215.7526397705078,134.27000427246094,147.77395629882812,19.709999084472656,163.63436889648438,-0.130298,0.43,-0.8,-0.31,0.3,-0.21,0.022,60818.65,2597.02,5344.16,16745.3,39497.54
240812,109.01067352294922,117.35362803141275,113.0573090461281,217.2909393310547,136.77000427246094,148.13278198242188,19.360000610351562,162.0525360107422,-0.121061,-0.08,-0.87,-0.59,0.12,0.39,0.022,59337.91,2722.16,5344.39,16780.61,39357.01
240813,116.13006591796875,117.08165130615234,113.25555142495654,221.02682495117188,141.1300048828125,155.6480712890625,20.469999313354492,168.5987091064453,-0.119371,1.7,0.18,-0.77,-0.51,1.08,0.022,60596.01,2703.4,5434.43,17187.61,39765.64
240814,118.06990051269531,116.92866439819336,113.56615459190743,221.47633361816406,140.75,157.1730499267578,19.920000076293945,166.29063415527344,-0.118293,0.3,-1.1,0.27,0.14,0.4,0.022,58779.3,2662.56,5455.21,17192.6,40008.39
240815,122.84949493408203,116.74801330566406,114.16507977527354,224.47303771972656,147.36000061035156,165.58538818359375,20.690000534057617,172.4488067626953,-0.117825,1.78,0.95,-0.74,-0.48,0.4,0.022,57502.3,2567.55,5543.22,17594.5,40563.06
240816,124.56934356689453,116.7063501993815,114.83632260053942,225.80157470703125,148.55999755859375,165.17672729492188,20.8700008392334,171.29476928710938,-0.117968,0.21,0.05,0.78,-0.21,0.51,0.022,58879.72,2591.97,5554.25,17631.72,40659.76
240819,129.98887634277344,116.76634521484375,115.81390671294162,225.64175415039062,155.27999877929688,167.16021728515625,21.520000457763672,173.36407470703125,-0.122329,0.98,0.25,-0.29,-1.03,0.49,0.022,59469.51,2636.87,5608.25,17876.77,40896.53
240820,127.2391128540039,116.62868982950846,116.55101678655853,226.2610626220703,156.39999389648438,165.40597534179688,20.989999771118164,171.2251434326172,-0.125449,-0.32,-0.72,-0.68,0.36,-0.65,0.022,59062.49,2574.46,5597.12,17816.94,40834.97
240821,128.489013671875,116.41504135131837,117.3212101339983,226.15118408203125,157.80999755859375,165.2365264892578,21.40999984741211,173.3242950439453,-0.129448,0.52,0.84,-0.63,-0.43,0.19,0.022,61193.87,2633.14,5620.85,17918.99,40890.49
240822,123.72941589355469,116.29305165608724,117.73464276364712,224.2832489013672,151.6999969482422,161.80780029296875,20.100000381469727,168.13113403320312,-0.134328,-0.96,-0.25,1.39,0.56,-0.25,0.022,60378.7,2624.0,5570.64,17619.35,40712.78
240823,129.3589324951172,116.29738413492838,118.484596939871,226.5906982421875,154.97999572753906,165.81463623046875,20.540000915527344,172.6079864501953,-0.14009,1.29,1.9,0.85,-0.48,0.68,0.022,64130.87,2766.56,5634.61,17877.79,41175.08
240826,126.44918060302734,116.23138961791992,118.99844104717141,226.93032836914062,149.99000549316406,159.0967254638672,20.1299991607666,168.6186065673828,-0.162837,-0.34,0.33,0.17,0.13,-0.06,0.022,62838.55,2681.41,5616.84,17725.76,41240.52
240827,128.28903198242188,116.29605102539062,119.59783401073597,227.77938842773438,150.5,160.8609161376953,20.06999969482422,173.0357666015625,-0.172439,0.05,-0.9,0.02,0.27,0.23,0.022,59398.77,2456.04,5625.8,17754.82,41250.5
240828,125.59925842285156,116.55002950032552,119.98502268248536,226.2410888671875,146.36000061035156,157.66143798828125,19.610000610351562,170.9664764404297,-0.183081,-0.67,-0.22,1.14,0.55,-0.16,0.022,59024.0,2529.22,5592.18,17556.03,41091.42
240829,117.57994079589844,116.4333730061849,119.82985610915718,229.53746032714844,145.49000549316406,156.41554260253906,20.1299991607666,168.6186065673828,-0.194767,0.08,0.67,0.28,-0.15,-1.22,0.022,59371.27,2527.81,5591.96,17516.43,41335.05
240830,119.35979461669922,116.48136901855469,119.79952956125668,228.7483367919922,148.55999755859375,162.28623962402344,22.040000915527344,174.39874267578125,-0.207501,0.98,-0.56,0.04,-0.2,-0.14,0.022,59113.86,2526.23,5648.4,17713.62,41563.08
